target_id	length	eff_length	est_counts	tpm
FBtr0089288	4037	3863.89	303.118	11.5603
FBtr0100447	4417	4243.89	62.4978	2.17011
FBtr0329933	4663	4489.89	0.82364	0.0270323
FBtr0336949	2826	2652.89	359.384	19.9628
FBtr0088786	1378	1204.89	634.561	77.6083
FBtr0088785	1869	1695.89	206.439	17.938
FBtr0303077	607	433.89	0	0
FBtr0339716	615	441.89	0	0
FBtr0085459	600	426.89	209	72.146
FBtr0070973	1218	1044.89	5	0.70515
FBtr0089252	2767	2593.89	69.2996	3.93696
FBtr0334488	2840	2666.89	20.2636	1.11968
FBtr0334489	2902	2728.89	20.214	1.09156
FBtr0100600	3804	3630.89	76.2228	3.09352
FBtr0300305	309	135.918	0	0
FBtr0077162	567	393.89	0	0
FBtr0072277	713	539.89	214	58.4104
FBtr0344898	1082	908.89	0	0
FBtr0086817	1175	1001.89	0	0
FBtr0333271	5146	4972.89	0	0
FBtr0072639	5149	4975.89	54	1.59921
FBtr0340000	824	650.89	9.83757	2.22722
FBtr0087390	427	253.908	174.162	101.079
FBtr0070472	3021	2847.89	2.47608	0.128122
FBtr0331752	4499	4325.89	547.4	18.6471
FBtr0070475	3174	3000.89	137.688	6.76126
FBtr0070474	3218	3044.89	40.7301	1.97118
FBtr0302185	2166	1992.89	6.11081	0.451853
FBtr0070471	4805	4631.89	235.191	7.48246
FBtr0112828	2903	2729.89	91.2247	4.92435
FBtr0301966	3182	3008.89	35.7123	1.74901
FBtr0070468	3055	2881.89	264.696	13.5348
FBtr0070476	2745	2571.89	0	0
FBtr0070470	3110	2936.89	0	0
FBtr0331751	4750	4576.89	18.7131	0.6025
FBtr0070469	4244	4070.89	376.583	13.6318
FBtr0070467	2929	2755.89	0	0
FBtr0331753	5004	4830.89	16.754	0.511061
FBtr0070466	2847	2673.89	84.1782	4.63914
FBtr0070473	3091	2917.89	0	0
FBtr0076265	1575	1401.89	484	50.876
FBtr0331935	1030	856.89	0	0
FBtr0088237	816	642.89	396	90.7696
FBtr0081705	1363	1189.89	0	0
FBtr0088524	1299	1125.89	669	87.5612
FBtr0074540	843	669.89	119	26.1773
FBtr0074494	1357	1183.89	5	0.622358
FBtr0085714	3349	3175.89	2775.89	128.801
FBtr0085713	3440	3266.89	19292.1	870.215
FBtr0076256	334	160.908	2	1.83162
FBtr0339552	1718	1544.89	125.261	11.9482
FBtr0078950	1533	1359.89	289.739	31.3967
FBtr0070990	1321	1147.89	6.84255	0.878414
FBtr0100409	805	631.89	2.61604	0.610078
FBtr0343330	706	532.89	367.617	101.658
FBtr0304902	1617	1443.89	1	0.102058
FBtr0304901	2286	2112.89	0	0
FBtr0078872	1228	1054.89	0	0
FBtr0077839	2112	1938.89	236.308	17.9601
FBtr0077837	2331	2157.89	0	0
FBtr0077838	2235	2061.89	35.1585	2.51274
FBtr0077836	2325	2151.89	289.533	19.8271
FBtr0075133	4018	3844.89	12.62	0.483678
FBtr0332862	2190	2016.89	30.38	2.21967
FBtr0087988	1754	1580.89	1976.18	184.208
FBtr0087987	1948	1774.89	5562.54	461.831
FBtr0074688	1633	1459.89	499	50.3689
FBtr0086864	3503	3329.89	285	12.6124
FBtr0083361	1283	1109.89	0	0
FBtr0392904	4164	3990.89	303.753	11.2159
FBtr0084588	2385	2211.89	1175.21	78.2947
FBtr0303161	2639	2465.89	247.277	14.7772
FBtr0079257	1918	1744.89	184	15.5393
FBtr0307341	906	732.89	0	0
FBtr0084989	527	353.89	1	0.416403
FBtr0306309	750	576.89	0	0
FBtr0344570	539	365.89	6	2.41648
FBtr0078090	1219	1045.89	231	32.5468
FBtr0087439	546	372.89	54	21.34
FBtr0070960	2096	1922.89	2	0.15327
FBtr0302357	2296	2122.89	0	0
FBtr0302356	2428	2254.89	0	0
FBtr0340571	3830	3656.89	0	0
FBtr0340572	3825	3651.89	0	0
FBtr0080267	3305	3131.89	0	0
FBtr0077141	787	613.89	0	0
FBtr0306593	981	807.89	0	0
FBtr0081719	1938	1764.89	985	82.2433
FBtr0071549	1655	1481.89	314	31.2245
FBtr0308832	1068	894.89	54.2946	8.94064
FBtr0308833	2043	1869.89	371.711	29.2935
FBtr0074921	2263	2089.89	113.994	8.03786
FBtr0073011	1996	1822.89	1	0.0808391
FBtr0112378	450	276.89	0	0
FBtr0342602	1596	1422.89	0	0
FBtr0080326	1217	1043.89	612.371	86.4454
FBtr0085405	675	501.89	613	179.984
FBtr0339295	331	157.908	0	0
FBtr0300316	205	34.1247	0	0
FBtr0300904	2130	1956.89	0	0
FBtr0081633	2196	2022.89	0	0
FBtr0300905	2052	1878.89	0	0
FBtr0335279	1234	1060.89	0	0
FBtr0335281	1199	1025.89	0	0
FBtr0290216	733	559.89	0	0
FBtr0335280	740	566.89	0	0
FBtr0077120	1711	1537.89	191.764	18.3748
FBtr0081676	887	713.89	0	0
FBtr0076639	2093	1919.89	3	0.230264
FBtr0079280	1148	974.89	0	0
FBtr0304827	5797	5623.89	18.3499	0.480817
FBtr0433494	6405	6231.89	0	0
FBtr0333832	6581	6407.89	0	0
FBtr0433497	5654	5480.89	9.24775	0.248638
FBtr0333833	6118	5944.89	0	0
FBtr0433496	5848	5674.89	0.000291597	7.57194e-06
FBtr0304826	8410	8236.89	0	0
FBtr0433495	8302	8128.89	0.00296948	5.38309e-05
FBtr0433493	8251	8077.89	6.58044	0.120043
FBtr0300808	2019	1845.89	0	0
FBtr0300809	4061	3887.89	0	0
FBtr0301700	4064	3890.89	0	0
FBtr0072287	5108	4934.89	1027	30.6672
FBtr0343633	2816	2642.89	31.2289	1.74125
FBtr0074281	2640	2466.89	1202.04	71.8043
FBtr0343632	2730	2556.89	47.273	2.72448
FBtr0074279	3898	3724.89	924.46	36.5726
FBtr0074280	3895	3721.89	0	0
FBtr0072238	1035	861.89	0	0
FBtr0308073	1317	1143.89	12.7922	1.64794
FBtr0082360	764	590.89	340.208	84.8437
FBtr0082361	1024	850.89	0	0
FBtr0079938	1428	1254.89	25	2.93573
FBtr0077227	1279	1105.89	653.501	87.0796
FBtr0091702	1278	1104.89	16.9989	2.26716
FBtr0074882	2425	2251.89	292.592	19.1468
FBtr0332153	3588	3414.89	46.9804	2.02732
FBtr0310476	2042	1868.89	136.871	10.7922
FBtr0100666	2416	2242.89	57.6437	3.78727
FBtr0332726	2033	1859.89	18.9127	1.49847
FBtr0080287	1089	915.89	99.8849	16.0708
FBtr0309307	5887	5713.89	0	0
FBtr0300898	5037	4863.89	0	0
FBtr0080024	1050	876.89	51.0189	8.57369
FBtr0077389	2263	2089.89	1257	88.6326
FBtr0290204	1958	1784.89	0	0
FBtr0086689	848	674.89	166.391	36.3311
FBtr0306636	1574	1400.89	177.145	18.634
FBtr0086687	1472	1298.89	79.4418	9.01278
FBtr0086690	2195	2021.89	0	0
FBtr0086686	1532	1358.89	0	0
FBtr0340359	2225	2051.89	0	0
FBtr0301148	981	807.89	445.191	81.2037
FBtr0086684	908	734.89	0	0
FBtr0306637	2237	2063.89	37.8319	2.70118
FBtr0301149	1514	1340.89	0	0
FBtr0086600	1106	932.89	0	0
FBtr0331978	1118	944.89	158	24.641
FBtr0078769	621	447.89	12542	4126.46
FBtr0070712	1878	1704.89	9	0.777907
FBtr0343263	1108	934.89	0	0
FBtr0343264	928	754.89	0	0
FBtr0072024	920	746.89	0	0
FBtr0113111	979	805.89	0	0
FBtr0333452	4664	4490.89	13.4458	0.4412
FBtr0333450	3996	3822.89	1.55422	0.0599105
FBtr0333451	4043	3869.89	4.96554e-07	1.89082e-08
FBtr0300831	4092	3918.89	0	0
FBtr0076303	1640	1466.89	23.4093	2.35165
FBtr0076302	1655	1481.89	12.6533	1.25826
FBtr0076301	2049	1875.89	772.937	60.7182
FBtr0077098	1123	949.89	620.236	96.2201
FBtr0070552	1047	873.89	0	0
FBtr0075818	1346	1172.89	244	30.6559
FBtr0088789	1908	1734.89	60	5.09637
FBtr0304960	503	329.89	0	0
FBtr0075249	843	669.89	1	0.219978
FBtr0084104	1804	1630.89	2667	240.98
FBtr0336911	2177	2003.89	97.4525	7.16639
FBtr0088974	1597	1423.89	161.754	16.7402
FBtr0100360	4963	4789.89	6.83294	0.210215
FBtr0110880	2920	2746.89	0	0
FBtr0334105	2225	2051.89	0	0
FBtr0301185	2946	2772.89	0	0
FBtr0110881	4262	4088.89	55.1671	1.98818
FBtr0336928	1138	964.89	0	0
FBtr0072107	995	821.89	1	0.179295
FBtr0085786	2956	2782.89	382.084	20.2323
FBtr0085785	3082	2908.89	0	0
FBtr0334549	2894	2720.89	29.9156	1.6202
FBtr0334550	3020	2846.89	0	0
FBtr0340191	4545	4371.89	9.37706e-06	3.16067e-07
FBtr0073848	4477	4303.89	2019	69.1285
FBtr0078387	3371	3197.89	206.437	9.51272
FBtr0087487	2027	1853.89	200	15.8975
FBtr0083735	2688	2514.89	0	0
FBtr0332539	2448	2274.89	1	0.0647771
FBtr0077790	977	803.89	0	0
FBtr0331440	941	767.89	0	0
FBtr0331439	971	797.89	0	0
FBtr0082634	1746	1572.89	222	20.7987
FBtr0079612	1320	1146.89	54.381	6.98726
FBtr0087980	1799	1625.89	0	0
FBtr0087979	1558	1384.89	0	0
FBtr0072044	1063	889.89	0	0
FBtr0343206	1072	898.89	0	0
FBtr0072043	1160	986.89	0	0
FBtr0075225	1132	958.89	0	0
FBtr0112489	446	272.89	16.9411	9.14821
FBtr0339263	740	566.89	0	0
FBtr0301018	2276	2102.89	12	0.840904
FBtr0302526	640	466.89	13.0327	4.11341
FBtr0100009	3280	3106.89	135	6.40309
FBtr0089901	2338	2164.89	0.00824194	0.000561016
FBtr0089902	1803	1629.89	0	0
FBtr0300562	2617	2443.89	114.447	6.90089
FBtr0089900	2125	1951.89	0	0
FBtr0089904	2355	2181.89	0	0
FBtr0301521	2467	2293.89	13.6577	0.87738
FBtr0089905	2568	2394.89	13.8869	0.854477
FBtr0345390	5214	5040.89	12.5084	0.365659
FBtr0331425	3556	3382.89	126.619	5.5156
FBtr0332155	4408	4234.89	93.8727	3.26647
FBtr0075014	3541	3367.89	0	0
FBtr0078874	603	429.89	0	0
FBtr0083452	2975	2801.89	188.627	9.9205
FBtr0302317	2262	2088.89	341.373	24.0822
FBtr0333248	2543	2369.89	0	0
FBtr0114524	2411	2237.89	1	0.0658481
FBtr0273385	6171	5997.89	4.14704	0.101888
FBtr0339307	6637	6463.89	44.3077	1.01011
FBtr0273384	6439	6265.89	133.545	3.14071
FBtr0082117	3807	3633.89	74.62	3.02597
FBtr0082116	6303	6129.89	71.9227	1.729
FBtr0082118	4671	4497.89	84.6057	2.77187
FBtr0085011	1569	1395.89	4	0.42227
FBtr0081174	4145	3971.89	0	0
FBtr0081175	3934	3760.89	0	0
FBtr0303241	4041	3867.89	69.0925	2.63232
FBtr0081176	3893	3719.89	0	0
FBtr0305129	2997	2823.89	229.222	11.9616
FBtr0339156	2994	2820.89	39.7776	2.07794
FBtr0339157	2988	2814.89	0	0
FBtr0071784	2049	1875.89	0	0
FBtr0071785	1989	1815.89	700.038	56.8086
FBtr0089148	3050	2876.89	0	0
FBtr0089147	2773	2599.89	51.2037	2.90221
FBtr0089150	2762	2588.89	31.2326	1.77777
FBtr0089146	2709	2535.89	5.23118	0.303984
FBtr0308247	2614	2440.89	447.223	26.9996
FBtr0089149	2840	2666.89	34.1096	1.88475
FBtr0302559	2531	2357.89	0	0
FBtr0346506	2597	2423.89	0	0
FBtr0302190	3048	2874.89	0.00711458	0.000364678
FBtr0086145	3054	2880.89	204.993	10.4856
FBtr0306281	375	201.908	0	0
FBtr0306280	392	218.908	0	0
FBtr0306258	4812	4638.89	40.8651	1.29814
FBtr0073119	3828	3654.89	2375.49	95.7767
FBtr0073120	4106	3932.89	1621.52	60.7562
FBtr0073118	4763	4589.89	2699.02	86.6532
FBtr0337055	3442	3268.89	236.248	10.65
FBtr0333895	3491	3317.89	1680.87	74.6542
FBtr0337056	4046	3872.89	0	0
FBtr0077442	1411	1237.89	49	5.83305
FBtr0076018	1266	1092.89	20.7439	2.79702
FBtr0076017	963	789.89	60.2561	11.2413
FBtr0339781	3357	3183.89	0	0
FBtr0070778	3093	2919.89	0	0
FBtr0344824	2804	2630.89	1	0.0560117
FBtr0345292	830	656.89	33.0651	7.41752
FBtr0070983	837	663.89	97.3633	21.6113
FBtr0070982	1100	926.89	13.923	2.21353
FBtr0070981	941	767.89	379.325	72.7937
FBtr0070980	854	680.89	22972.3	4971.76
FBtr0307300	2919	2745.89	223.121	11.974
FBtr0113024	3030	2856.89	25.7377	1.32757
FBtr0332600	2913	2739.89	0	0
FBtr0083414	2815	2641.89	314.206	17.5259
FBtr0337043	3789	3615.89	17.794	0.725171
FBtr0077516	1338	1164.89	0	0
FBtr0112524	1274	1100.89	19	2.54326
FBtr0089233	3691	3517.89	42.6197	1.78529
FBtr0334626	3376	3202.89	0	0
FBtr0310651	3526	3352.89	64.2691	2.82465
FBtr0089229	3501	3327.89	472.111	20.9053
FBtr0082920	981	807.89	0	0
FBtr0077386	1734	1560.89	217.182	20.5037
FBtr0071106	2301	2127.89	0	0
FBtr0070937	2201	2027.89	1805.6	131.208
FBtr0070938	2487	2313.89	907.395	57.7877
FBtr0070397	1267	1093.89	9	1.21241
FBtr0074346	819	645.89	0	0
FBtr0071471	1606	1432.89	0	0
FBtr0330316	1609	1435.89	0	0
FBtr0074918	1253	1079.89	138.13	18.8491
FBtr0072124	2163	1989.89	304	22.5126
FBtr0071683	1189	1015.89	534	77.4598
FBtr0077403	1061	887.89	0	0
FBtr0113021	1089	915.89	0	0
FBtr0077402	1231	1057.89	1	0.139297
FBtr0077401	1011	837.89	0	0
FBtr0300280	1584	1410.89	2	0.20889
FBtr0346378	3461	3287.89	0	0
FBtr0074809	2896	2722.89	697.106	37.7269
FBtr0335137	3353	3179.89	0	0
FBtr0346141	373	199.908	1.98028	1.45975
FBtr0085611	272	98.9585	9.01972	13.4314
FBtr0074029	585	411.89	2	0.715535
FBtr0075388	1505	1331.89	2	0.221281
FBtr0343534	2295	2121.89	0	0
FBtr0086001	1762	1588.89	5	0.463722
FBtr0321315	1239	1065.89	0	0
FBtr0333037	2846	2672.89	0	0
FBtr0075724	2737	2563.89	62.8212	3.61068
FBtr0075723	2084	1910.89	12.1788	0.939185
FBtr0342770	3744	3570.89	0.0100707	0.000415591
FBtr0070420	3766	3592.89	2044.99	83.8743
FBtr0342771	3838	3664.89	0	0
FBtr0333323	2883	2709.89	2.47918e-05	1.34815e-06
FBtr0333322	2930	2756.89	18.9152	1.01105
FBtr0074137	2347	2173.89	11.5657	0.783997
FBtr0074135	2386	2212.89	767.519	51.1106
FBtr0308136	1697	1523.89	0	0
FBtr0080237	698	524.89	0	0
FBtr0300638	3446	3272.89	0	0
FBtr0073729	466	292.89	65	32.7032
FBtr0084836	743	569.89	106	27.4092
FBtr0082430	1248	1074.89	9.62982	1.32019
FBtr0335211	1142	968.89	172.37	26.2162
FBtr0076857	1307	1133.89	8	1.03968
FBtr0300424	902	728.89	6	1.21303
FBtr0083860	1793	1619.89	65.218	5.93285
FBtr0302327	1744	1570.89	1485.06	139.31
FBtr0083861	1877	1703.89	114.718	9.92134
FBtr0083086	1479	1305.89	208.597	23.5387
FBtr0334589	2552	2378.89	29.8816	1.85102
FBtr0091874	595	421.89	0	0
FBtr0073935	992	818.89	0	0
FBtr0073300	818	644.89	0	0
FBtr0073299	2460	2286.89	0	0
FBtr0088841	1522	1348.89	36.0534	3.93869
FBtr0088842	1468	1294.89	533.6	60.7246
FBtr0345599	2094	1920.89	0	0
FBtr0070422	1749	1575.89	0	0
FBtr0342772	681	507.89	2.6969	0.782487
FBtr0070421	1547	1373.89	1.3031	0.139768
FBtr0333023	2495	2321.89	0	0
FBtr0075579	1678	1504.89	1	0.0979213
FBtr0072248	2815	2641.89	0.000939357	5.2396e-05
FBtr0345620	2931	2757.89	0	0
FBtr0072247	2800	2626.89	0.999061	0.0560443
FBtr0072253	1306	1132.89	0	0
FBtr0343432	1090	916.89	231	37.1259
FBtr0073127	1478	1304.89	0.0027615	0.000311855
FBtr0073128	1471	1297.89	1.99724	0.226764
FBtr0079458	1541	1367.89	0	0
FBtr0079460	1595	1421.89	10	1.03637
FBtr0079462	1526	1352.89	0	0
FBtr0079461	1505	1331.89	1	0.11064
FBtr0079459	1585	1411.89	7	0.730599
FBtr0081997	1156	982.89	185.215	27.7685
FBtr0081996	1257	1083.89	0	0
FBtr0336761	1233	1059.89	97.7852	13.5955
FBtr0336637	3026	2852.89	0	0
FBtr0300693	1964	1790.89	0	0
FBtr0336636	3290	3116.89	0	0
FBtr0071797	3770	3596.89	0	0
FBtr0336638	1523	1349.89	1	0.109165
FBtr0087382	5033	4859.89	1217.43	36.9147
FBtr0339998	5235	5061.89	0	0
FBtr0301478	2790	2616.89	411.826	23.1905
FBtr0089521	2653	2479.89	64.0164	3.804
FBtr0306351	2221	2047.89	28.8078	2.07294
FBtr0306350	2503	2329.89	27.4258	1.73462
FBtr0330046	2653	2479.89	64.0164	3.804
FBtr0301477	4782	4608.89	31.9078	1.02019
FBtr0300224	1562	1388.89	0	0
FBtr0114515	1508	1334.89	2	0.220783
FBtr0087406	329	155.908	0	0
FBtr0072888	2130	1956.89	1	0.0753035
FBtr0085859	1170	996.89	0	0
FBtr0334894	6412	6238.89	2003.17	47.3142
FBtr0084460	6624	6450.89	304.287	6.95098
FBtr0304567	3987	3813.89	230.545	8.90777
FBtr0070907	2510	2336.89	1971	124.288
FBtr0070906	2636	2462.89	0	0
FBtr0305911	1961	1787.89	123.521	10.1808
FBtr0289953	2161	1987.89	127.754	9.47029
FBtr0305910	2015	1841.89	32.7249	2.61816
FBtr0088312	1656	1482.89	0	0
FBtr0088313	2297	2123.89	0	0
FBtr0088311	2351	2177.89	16.9255	1.14521
FBtr0304592	2591	2417.89	10.0745	0.614003
FBtr0088882	1935	1761.89	1037	86.7325
FBtr0079894	2382	2208.89	259.847	17.335
FBtr0331635	2356	2182.89	57.6992	3.89511
FBtr0345615	2623	2449.89	81.357	4.89362
FBtr0071338	3399	3225.89	3192	145.813
FBtr0334508	4486	4312.89	0	0
FBtr0085746	3506	3332.89	5	0.22107
FBtr0085085	1541	1367.89	820.815	88.4252
FBtr0085084	2075	1901.89	4.18475	0.324239
FBtr0079304	905	731.89	0	0
FBtr0079732	925	751.89	0	0
FBtr0071108	3145	2971.89	33.8267	1.67729
FBtr0340139	3231	3057.89	35.8706	1.72862
FBtr0071107	3426	3252.89	899.605	40.7534
FBtr0340138	4238	4064.89	37.698	1.36663
FBtr0309839	4403	4229.89	0	0
FBtr0309836	4378	4204.89	0	0
FBtr0309837	3952	3778.89	0.00936997	0.000365389
FBtr0073144	4107	3933.89	4046.96	151.596
FBtr0309838	4006	3832.89	98.0279	3.76882
FBtr0075152	2917	2743.89	485.623	26.0804
FBtr0300092	607	433.89	0	0
FBtr0073892	1096	922.89	0	0
FBtr0343143	1534	1360.89	0	0
FBtr0332630	1663	1489.89	54.9209	5.43207
FBtr0332631	1364	1190.89	458.78	56.7694
FBtr0332632	5997	5823.89	280.321	7.09291
FBtr0301268	1587	1413.89	5	0.521118
FBtr0085909	2020	1846.89	5	0.398943
FBtr0080763	2304	2130.89	355	24.5499
FBtr0086733	1297	1123.89	214	28.059
FBtr0087262	852	678.89	762	165.401
FBtr0303232	702	528.89	37	10.309
FBtr0344155	6716	6542.89	472.375	10.6389
FBtr0070316	6065	5891.89	1034.63	25.8768
FBtr0344279	6745	6571.89	1	0.0224229
FBtr0076133	3030	2856.89	2	0.103162
FBtr0082259	2901	2727.89	873.165	47.1684
FBtr0079708	1718	1544.89	140.001	13.3541
FBtr0330181	847	673.89	0	0
FBtr0074894	650	476.89	348	107.533
FBtr0082726	2913	2739.89	26.3096	1.41502
FBtr0331429	2603	2429.89	0	0
FBtr0331428	2948	2774.89	137.214	7.28674
FBtr0082727	2606	2432.89	91.2507	5.52708
FBtr0301219	3098	2924.89	65.2261	3.2862
FBtr0088166	1239	1065.89	0	0
FBtr0310646	1830	1656.89	42.7004	3.7977
FBtr0073730	1370	1196.89	1562.3	192.35
FBtr0079724	633	459.89	13.9884	4.48226
FBtr0346454	899	725.89	10.9156	2.21595
FBtr0100541	611	437.89	18860.1	6346.89
FBtr0343865	1567	1393.89	0	0
FBtr0079324	1294	1120.89	2	0.262935
FBtr0079598	1156	982.89	328	49.1757
FBtr0081220	1093	919.89	0	0
FBtr0300823	1159	985.89	0	0
FBtr0081221	1054	880.89	80.9033	13.534
FBtr0310645	979	805.89	70.0967	12.8175
FBtr0081219	1084	910.89	0	0
FBtr0075314	465	291.89	126	63.6112
FBtr0070136	2103	1929.89	42.709	3.26114
FBtr0070137	2193	2019.89	50.8503	3.70978
FBtr0070135	2124	1950.89	194.441	14.6871
FBtr0076688	2391	2217.89	373.519	24.8173
FBtr0346546	2609	2435.89	0	0
FBtr0302935	3103	2929.89	212.059	10.6656
FBtr0082329	3115	2941.89	174.941	8.76291
FBtr0344017	5279	5105.89	0	0
FBtr0091678	6366	6192.89	360.576	8.57997
FBtr0344016	5395	5221.89	20.7029	0.584232
FBtr0342985	4422	4248.89	216.475	7.50783
FBtr0071815	4360	4186.89	495.225	17.4298
FBtr0071816	4190	4016.89	1.14532e-06	4.20163e-08
FBtr0071813	4216	4042.89	5852.07	213.304
FBtr0342986	4124	3950.89	733.85	27.3712
FBtr0071814	4255	4081.89	73.3488	2.64797
FBtr0083049	682	508.89	241.803	70.0196
FBtr0079593	751	577.89	0	0
FBtr0332415	1011	837.89	33.6277	5.91415
FBtr0345640	3934	3760.89	150.436	5.89443
FBtr0077562	3784	3610.89	1424.56	58.1366
FBtr0085387	5031	4857.89	256.981	7.79535
FBtr0085386	4880	4706.89	492.019	15.4038
FBtr0085614	355	181.908	19.9199	16.1368
FBtr0303924	5093	4919.89	5	0.14976
FBtr0303923	5120	4946.89	0	0
FBtr0300811	4420	4246.89	527	18.2861
FBtr0340626	2866	2692.89	0	0
FBtr0340627	2995	2821.89	0	0
FBtr0340628	2870	2696.89	0	0
FBtr0087784	1976	1802.89	2224.34	181.809
FBtr0332882	2246	2072.89	0	0
FBtr0339391	1899	1725.89	662.657	56.5793
FBtr0084095	7188	7014.89	62.3416	1.3096
FBtr0343807	7002	6828.89	0	0
FBtr0343805	4551	4377.89	0.00495931	0.000166931
FBtr0343806	4719	4545.89	697.653	22.6153
FBtr0086801	711	537.89	3.38412	0.927117
FBtr0344145	6340	6166.89	0	0
FBtr0100454	3868	3694.89	0	0
FBtr0082255	6557	6383.89	0	0
FBtr0082256	4226	4052.89	0	0
FBtr0100455	2462	2288.89	0	0
FBtr0088783	1907	1733.89	602.394	51.1966
FBtr0301333	1977	1803.89	0	0
FBtr0332689	1974	1800.89	0	0
FBtr0086107	5316	5142.89	1703	48.7966
FBtr0072159	694	520.89	1	0.282902
FBtr0076218	2574	2400.89	56.5531	3.47109
FBtr0076219	2478	2304.89	808.447	51.6872
FBtr0113346	1241	1067.89	3	0.413977
FBtr0100083	570	396.89	0	0
FBtr0079765	644	470.89	0	0
FBtr0071734	1182	1008.89	0	0
FBtr0071191	1056	882.89	60.3227	10.0683
FBtr0345988	1286	1112.89	9.6773	1.2814
FBtr0071902	1064	890.89	54.1972	8.96468
FBtr0332909	904	730.89	333.803	67.3007
FBtr0078892	1301	1127.89	3879	506.798
FBtr0073061	323	149.908	1	0.983008
FBtr0081973	1959	1785.89	2.89917	0.239222
FBtr0333190	1343	1169.89	3.10083	0.390584
FBtr0072990	764	590.89	181	45.1392
FBtr0076205	2178	2004.89	13.1784	0.968623
FBtr0076204	2232	2058.89	149.822	10.7232
FBtr0081487	2064	1890.89	328.71	25.617
FBtr0331678	2435	2261.89	18.2902	1.1916
FBtr0086674	751	577.89	1105	281.773
FBtr0113686	2779	2605.89	26	1.47028
FBtr0113685	2706	2532.89	0	0
FBtr0072069	2783	2609.89	14.68	0.828866
FBtr0072067	2762	2588.89	0	0
FBtr0072070	2827	2653.89	227.358	12.6243
FBtr0332926	2655	2481.89	0	0
FBtr0072068	2775	2601.89	61.2978	3.47166
FBtr0072066	2608	2434.89	1.66471	0.100749
FBtr0087059	1547	1373.89	932	99.9645
FBtr0074966	4094	3920.89	342.014	12.8541
FBtr0333896	4347	4173.89	98.9855	3.49472
FBtr0302288	1725	1551.89	0	0
FBtr0086613	5546	5372.89	63	1.72788
FBtr0091795	4018	3844.89	27.6627	1.06021
FBtr0300891	3895	3721.89	0	0
FBtr0091794	5531	5357.89	0	0
FBtr0091793	5663	5489.89	1.66866	0.0447905
FBtr0300892	5540	5366.89	0	0
FBtr0091792	3886	3712.89	0	0
FBtr0301734	675	501.89	93	27.3059
FBtr0342889	1080	906.89	45.5318	7.39847
FBtr0071618	1141	967.89	63.4682	9.663
FBtr0344856	10063	9889.89	0	0
FBtr0329838	8191	8017.89	0	0
FBtr0329840	7444	7270.89	1.44594e-07	2.93052e-09
FBtr0332236	5661	5487.89	0	0
FBtr0329844	5383	5209.89	105.475	2.98334
FBtr0329839	5484	5310.89	52.5831	1.45902
FBtr0329842	8096	7922.89	0	0
FBtr0332237	8123	7949.89	0	0
FBtr0336736	7649	7475.89	139.736	2.75441
FBtr0329846	9896	9722.89	0	0
FBtr0329845	9210	9036.89	0	0
